'#OTUID   taxonomy    confidence'
8497e8776933fb43f86a84ad1358fd91	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter	0.9390918887467705
e6fa43883a30a05c1bf46fd28fa2067d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter	0.9720201942986113
7b08de2adb95b866362152360da56d53	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__bryophila	0.8987183457732522
1a1e74c6c7cacc00f00e83cb282363aa	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__bryophila	0.9385720242682858
0ca1ef9b5ffcd599c7d47f8bb65e5784	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae	0.9995560479679438
10860370c1a62ec99f0371316ca6188a	k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__	0.9995116751134078
36265a8688ef8d4dc2a8c27fcc02f39d	k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__	0.96185527370188
75697cc048661ab61f98b5683ddd7929	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__	0.9382132386599737
5a1fc1d70dead4ef203ab4d4742977fb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__bowmanii	0.9991758775081009
f0efa43f8d51844e57e239f074c383ff	k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__	0.9803813739275798
8a434de81c7c7fe14df43fdae22f53ae	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales	0.9992858138519165
23faa9de982aedf2159ccecdb1143e6b	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__	0.9999983605118469
3751d1daecd508c1e7ef0a19e5110b19	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__	0.9999987454088793
8aea3afd2fec299c032012a0d41a3926	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Rhodanobacter; s__	0.7789474838913532
27c56b8524f5fabf1b835f4c09c9830d	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales	0.9970117870322924
fc072204aac0cd69f6689802fdcbbb72	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__	0.9143491031410712
dad1d65fc343e8a38dfb99edb5a3ec18	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__	0.9625721353212071
cb90d9a0ddedfe06928f427c6efadc73	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__	0.95937286147019
1bdef48b955b4b9dc9eaf610fafc6613	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9984961913929569
164256a5ae864852d2109688cb8c9a2d	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae	0.9771686222446807
4d53581e9e8572c85341e2c550f51e7a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__	0.7420526635252568
a22c277bd26f69b356d3325bd753adde	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__	0.9860773379983124
07d2d9b80075cb9cfd645e2ed3cb26bb	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__	0.8596394394121997
84236d043df68af869b0ed5c2083d1cd	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__	0.941217658567828
cb2698f4799e990949db8529172cae6d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae	0.9999562831386456
5ec4d5976dfa5fab78c0537a7331d7d3	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__	0.9998485587436199
b067c4332db72baab115bca53c7ede19	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__	0.9874006707356252
4b93631b0823b5c2348db15566293847	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__	0.7040475453493054
